date,open,high,low,close,volume,TR,ATR,Upper,Lower,Buy_Signal,Sell_Signal,Profit_Target,Stop_Loss
2024-03-21 09:15:00+05:30,678.0,684.95,675.85,678.6,5031,9.100000000000023,,,,False,False,,
2024-03-21 09:20:00+05:30,678.6,680.0,677.9,677.9,2229,2.1000000000000227,,,,False,False,,
2024-03-21 09:25:00+05:30,677.9,682.0,677.9,681.4,6280,4.100000000000023,,,,False,False,,
2024-03-21 09:30:00+05:30,680.65,680.65,677.8,678.9,1554,3.6000000000000227,,,,False,False,,
2024-03-21 09:35:00+05:30,678.9,682.0,678.75,681.0,3515,3.25,,,,False,False,,
2024-03-21 09:40:00+05:30,680.2,682.45,680.0,681.5,2339,2.4500000000000455,,,,False,False,,
2024-03-21 09:45:00+05:30,681.5,682.0,680.2,681.05,651,1.7999999999999545,,,,False,False,,
2024-03-21 09:50:00+05:30,681.05,681.85,680.25,680.3,1155,1.6000000000000227,,,,False,False,,
2024-03-21 09:55:00+05:30,680.3,682.95,680.3,681.7,1888,2.650000000000091,,,,False,False,,
2024-03-21 10:00:00+05:30,681.35,683.95,680.95,683.95,1335,3.0,,,,False,False,,
2024-03-21 10:05:00+05:30,683.95,685.0,682.05,683.45,5359,2.9500000000000455,,,,False,False,,
2024-03-21 10:10:00+05:30,683.45,684.35,682.65,684.1,677,1.7000000000000455,,,,False,False,,
2024-03-21 10:15:00+05:30,684.1,684.1,682.05,682.7,575,2.050000000000068,,,,False,False,,
2024-03-21 10:20:00+05:30,682.7,682.7,681.55,681.6,494,1.150000000000091,,,,False,False,,
2024-03-21 10:25:00+05:30,681.6,681.6,679.35,679.75,2080,2.25,,,,False,False,,
2024-03-21 10:30:00+05:30,679.45,680.0,678.05,679.6,1451,1.9500000000000455,,,,False,False,,
2024-03-21 10:35:00+05:30,679.6,679.75,679.0,679.0,169,0.75,,,,False,False,,
2024-03-21 10:40:00+05:30,679.0,679.8,678.6,678.65,750,1.1999999999999318,,,,False,False,,
2024-03-21 10:45:00+05:30,678.65,679.65,678.2,679.2,474,1.4499999999999318,,,,False,False,,
2024-03-21 10:50:00+05:30,679.2,679.95,678.3,678.3,750,1.650000000000091,2.5375000000000227,685.0250000000001,673.2249999999999,False,False,5.0750000000000455,682.4875000000001
2024-03-21 10:55:00+05:30,678.3,679.5,676.55,678.8,7059,2.9500000000000455,2.230000000000024,683.96,672.0899999999999,False,False,4.460000000000048,681.73
2024-03-21 11:00:00+05:30,678.8,680.0,676.05,677.0,8356,3.9500000000000455,2.322500000000025,684.6450000000001,671.4049999999999,False,False,4.64500000000005,682.3225000000001
2024-03-21 11:05:00+05:30,677.0,677.0,675.9,676.65,1701,1.1000000000000227,2.172500000000025,681.345,671.555,False,False,4.34500000000005,679.1725
2024-03-21 11:10:00+05:30,676.6,678.0,676.55,678.0,1138,1.4500000000000455,2.065000000000026,682.1300000000001,672.4199999999998,False,False,4.130000000000052,680.065
2024-03-21 11:15:00+05:30,678.0,678.0,676.6,676.6,619,1.3999999999999773,1.972500000000025,681.945,672.655,False,False,3.94500000000005,679.9725000000001
2024-03-21 11:20:00+05:30,676.6,677.0,675.8,676.45,4606,1.2000000000000455,1.910000000000025,680.82,671.9799999999999,False,False,3.82000000000005,678.9100000000001
2024-03-21 11:25:00+05:30,676.45,678.0,676.45,678.0,1083,1.5499999999999545,1.897500000000025,681.7950000000001,672.655,False,False,3.79500000000005,679.8975
2024-03-21 11:30:00+05:30,678.0,678.75,677.9,678.6,349,0.8500000000000227,1.860000000000025,682.47,674.18,False,False,3.72000000000005,680.61
2024-03-21 11:35:00+05:30,678.6,678.75,677.9,677.9,3052,0.8500000000000227,1.7700000000000216,682.2900000000001,674.3599999999999,False,False,3.540000000000043,680.5200000000001
2024-03-21 11:40:00+05:30,677.65,677.65,676.0,677.65,1108,1.8999999999999773,1.7150000000000205,681.08,672.5699999999999,False,False,3.430000000000041,679.365
2024-03-21 11:45:00+05:30,678.0,678.2,676.5,677.4,889,1.7000000000000455,1.6525000000000205,681.5050000000001,673.1949999999999,False,False,3.305000000000041,679.8525000000001
2024-03-21 11:50:00+05:30,677.4,677.45,676.2,676.95,556,1.25,1.630000000000018,680.71,672.94,False,False,3.260000000000036,679.08
2024-03-21 11:55:00+05:30,676.95,677.4,676.2,677.2,258,1.1999999999999318,1.5875000000000115,680.575,673.025,False,False,3.175000000000023,678.9875000000001
2024-03-21 12:00:00+05:30,677.2,677.2,676.0,676.0,400,1.2000000000000455,1.5900000000000092,680.3800000000001,672.8199999999999,False,False,3.1800000000000184,678.7900000000001
2024-03-21 12:05:00+05:30,676.0,676.75,675.5,675.85,841,1.25,1.5400000000000091,679.83,672.42,False,False,3.0800000000000183,678.2900000000001
2024-03-21 12:10:00+05:30,675.85,675.85,674.0,674.9,2493,1.8500000000000227,1.535000000000008,678.9200000000001,670.93,False,False,3.070000000000016,677.3850000000001
2024-03-21 12:15:00+05:30,674.9,676.8,674.9,676.0,931,1.8999999999999773,1.592500000000007,679.985,671.7149999999999,False,False,3.185000000000014,678.3925
2024-03-21 12:20:00+05:30,676.0,676.75,675.65,676.7,257,1.1000000000000227,1.5875000000000115,679.9250000000001,672.4749999999999,False,False,3.175000000000023,678.3375000000001
2024-03-21 12:25:00+05:30,676.7,676.85,675.7,676.2,368,1.1499999999999773,1.5725000000000136,679.995,672.5550000000001,False,False,3.145000000000027,678.4225
2024-03-21 12:30:00+05:30,676.2,676.2,675.55,675.55,193,0.650000000000091,1.5225000000000137,679.2450000000001,672.5049999999999,False,False,3.0450000000000275,677.7225000000001
2024-03-21 12:35:00+05:30,675.6,676.45,675.5,676.45,686,0.9500000000000455,1.4225000000000136,679.2950000000001,672.655,False,False,2.8450000000000273,677.8725000000001
2024-03-21 12:40:00+05:30,676.45,676.85,675.55,676.5,1147,1.3000000000000682,1.2900000000000147,679.4300000000001,672.9699999999999,False,False,2.5800000000000294,678.1400000000001
2024-03-21 12:45:00+05:30,676.5,676.75,676.5,676.7,101,0.25,1.2475000000000136,679.245,674.005,False,False,2.495000000000027,677.9975
2024-03-21 12:50:00+05:30,676.7,676.85,676.25,676.25,42,0.6000000000000227,1.2050000000000125,679.26,673.8399999999999,False,False,2.410000000000025,678.055
2024-03-21 12:55:00+05:30,676.25,677.6,676.0,676.0,635,1.6000000000000227,1.2150000000000147,680.0300000000001,673.5699999999999,False,False,2.4300000000000295,678.815
2024-03-21 13:00:00+05:30,676.0,678.0,676.0,676.3,753,2.0,1.2550000000000125,680.51,673.49,False,False,2.510000000000025,679.255
2024-03-21 13:05:00+05:30,676.4,677.0,675.8,676.65,2293,1.2000000000000455,1.2375000000000171,679.475,673.3249999999999,False,False,2.4750000000000343,678.2375
2024-03-21 13:10:00+05:30,676.65,676.7,675.6,675.6,318,1.1000000000000227,1.250000000000017,679.2,673.1,False,False,2.500000000000034,677.95
2024-03-21 13:15:00+05:30,675.6,676.45,675.4,676.0,387,1.0500000000000682,1.2600000000000193,678.97,672.8799999999999,False,False,2.5200000000000387,677.71
2024-03-21 13:20:00+05:30,676.0,676.65,675.2,676.05,361,1.4499999999999318,1.2375000000000171,679.125,672.725,False,False,2.4750000000000343,677.8874999999999
2024-03-21 13:25:00+05:30,676.05,676.5,675.05,675.05,130,1.4500000000000455,1.225000000000017,678.95,672.5999999999999,False,False,2.450000000000034,677.725
2024-03-21 13:30:00+05:30,675.05,676.0,674.5,675.9,1110,1.5,1.2375000000000171,678.475,672.025,False,False,2.4750000000000343,677.2375
2024-03-21 13:35:00+05:30,675.9,678.0,675.9,677.15,2779,2.1000000000000227,1.2825000000000215,680.565,673.3349999999999,False,False,2.565000000000043,679.2825
2024-03-21 13:40:00+05:30,677.15,678.8,676.75,678.8,2330,2.0499999999999545,1.325000000000017,681.45,674.0999999999999,False,False,2.650000000000034,680.125
2024-03-21 13:45:00+05:30,678.8,679.4,678.0,678.0,2617,1.3999999999999773,1.332500000000016,682.065,675.3349999999999,False,False,2.665000000000032,680.7325000000001
2024-03-21 13:50:00+05:30,678.0,679.8,678.0,679.8,1713,1.7999999999999545,1.3300000000000125,682.46,675.3399999999999,False,False,2.660000000000025,681.13
2024-03-21 13:55:00+05:30,679.8,679.9,679.0,679.9,327,0.8999999999999773,1.2800000000000125,682.46,676.4399999999999,False,False,2.560000000000025,681.1800000000001
2024-03-21 14:00:00+05:30,679.9,679.95,679.0,679.55,336,0.9500000000000455,1.2725000000000137,682.4950000000001,676.4549999999999,False,False,2.5450000000000275,681.2225000000001
2024-03-21 14:05:00+05:30,679.55,680.0,678.95,679.15,329,1.0499999999999545,1.2675000000000125,682.5350000000001,676.415,False,False,2.535000000000025,681.2675
2024-03-21 14:10:00+05:30,679.7,680.55,678.6,680.55,14588,1.9499999999999318,1.3325000000000045,683.2149999999999,675.9350000000001,False,False,2.665000000000009,681.8824999999999
2024-03-21 14:15:00+05:30,680.55,680.9,679.6,680.0,971,1.2999999999999545,1.35,683.6,676.9,False,False,2.7,682.25
2024-03-21 14:20:00+05:30,680.0,682.65,679.5,682.65,10080,3.1499999999999773,1.4424999999999955,685.535,676.615,False,False,2.884999999999991,684.0925
2024-03-21 14:25:00+05:30,682.65,683.85,682.0,682.55,1519,1.8500000000000227,1.5224999999999966,686.895,678.955,False,False,3.0449999999999933,685.3725
2024-03-21 14:30:00+05:30,682.55,683.1,681.15,681.55,7024,1.9500000000000455,1.5899999999999976,686.28,677.97,False,False,3.1799999999999953,684.6899999999999
2024-03-21 14:35:00+05:30,681.1,682.6,680.1,681.6,656,2.5,1.6349999999999967,685.87,676.83,False,False,3.2699999999999934,684.235
2024-03-21 14:40:00+05:30,681.6,684.8,681.4,683.3,2503,3.3999999999999773,1.7049999999999954,688.2099999999999,677.99,False,False,3.409999999999991,686.5049999999999
2024-03-21 14:45:00+05:30,683.3,684.85,682.05,682.05,755,2.800000000000068,1.7849999999999966,688.4200000000001,678.48,False,False,3.569999999999993,686.6350000000001
2024-03-21 14:50:00+05:30,682.05,687.0,682.05,684.9,6284,4.9500000000000455,1.9774999999999978,690.955,678.0949999999999,False,False,3.9549999999999956,688.9775000000001
2024-03-21 14:55:00+05:30,684.9,686.1,684.05,686.0,812,2.050000000000068,2.0274999999999976,690.155,679.995,False,False,4.054999999999995,688.1274999999999
2024-03-21 15:00:00+05:30,686.0,689.9,686.0,687.75,4762,3.8999999999999773,2.15,694.1999999999999,681.7,False,False,4.3,692.05
2024-03-21 15:05:00+05:30,687.75,688.95,683.1,686.1,17823,5.850000000000023,2.3699999999999988,693.69,678.36,False,False,4.7399999999999975,691.32
2024-03-21 15:10:00+05:30,686.1,687.25,685.05,685.5,1118,2.2000000000000455,2.405000000000001,692.06,680.24,False,False,4.810000000000002,689.655
2024-03-21 15:15:00+05:30,685.5,688.0,685.0,687.5,4808,3.0,2.45,692.9,680.1,False,False,4.9,690.4499999999999
2024-03-21 15:20:00+05:30,687.5,688.0,686.5,687.0,8743,1.5,2.422500000000002,692.845,681.655,False,False,4.845000000000004,690.4225
2024-03-21 15:25:00+05:30,687.0,688.35,686.5,688.0,5347,1.8500000000000227,2.4450000000000047,693.24,681.61,False,False,4.8900000000000095,690.795
2024-03-22 09:15:00+05:30,685.9,690.95,680.2,687.0,9133,10.75,2.8925000000000067,696.735,674.4150000000001,False,False,5.7850000000000135,693.8425
2024-03-22 09:20:00+05:30,685.5,686.35,684.0,684.65,2992,3.0,2.997500000000008,692.345,678.005,False,False,5.995000000000016,689.3475
2024-03-22 09:25:00+05:30,684.65,691.7,684.65,691.0,10222,7.050000000000068,3.302500000000009,698.3050000000001,678.045,False,False,6.605000000000018,695.0025
2024-03-22 09:30:00+05:30,690.65,690.95,686.35,687.05,1827,4.649999999999977,3.48250000000001,697.9150000000001,679.385,False,False,6.96500000000002,694.4325000000001
2024-03-22 09:35:00+05:30,687.05,689.35,687.05,688.25,1336,2.300000000000068,3.500000000000017,696.35,680.05,False,False,7.000000000000034,692.85
2024-03-22 09:40:00+05:30,688.25,690.15,688.25,689.85,4335,1.8999999999999773,3.530000000000018,697.21,681.1899999999999,False,False,7.060000000000036,693.6800000000001
2024-03-22 09:45:00+05:30,689.85,689.85,687.55,688.05,1076,2.300000000000068,3.487500000000023,696.825,680.5749999999999,False,False,6.975000000000046,693.3375
2024-03-22 09:50:00+05:30,688.05,688.9,688.05,688.9,556,0.8500000000000227,3.4375000000000226,695.775,681.175,False,False,6.875000000000045,692.3375
2024-03-22 09:55:00+05:30,688.9,689.95,688.2,689.2,1609,1.75,3.4275000000000206,696.8050000000001,681.345,False,False,6.855000000000041,693.3775
2024-03-22 10:00:00+05:30,689.2,691.3,688.6,689.7,3192,2.699999999999932,3.437500000000017,698.175,681.725,False,False,6.875000000000034,694.7375
2024-03-22 10:05:00+05:30,689.7,691.2,689.25,691.2,1423,1.9500000000000455,3.3650000000000206,697.9300000000001,682.52,False,False,6.730000000000041,694.565
2024-03-22 10:10:00+05:30,691.2,691.2,689.05,690.0,576,2.150000000000091,3.332500000000022,697.8650000000001,682.3849999999999,False,False,6.665000000000044,694.5325000000001
2024-03-22 10:15:00+05:30,690.0,690.0,689.2,690.0,348,0.7999999999999545,3.125000000000017,696.25,682.95,False,False,6.250000000000034,693.125
2024-03-22 10:20:00+05:30,690.0,690.5,689.8,690.0,432,0.7000000000000455,3.057500000000016,696.615,683.685,False,False,6.115000000000032,693.5575
2024-03-22 10:25:00+05:30,690.0,690.5,689.8,690.5,762,0.7000000000000455,2.8975000000000195,696.2950000000001,684.0049999999999,False,False,5.795000000000039,693.3975
2024-03-22 10:30:00+05:30,690.5,690.5,689.2,689.2,875,1.2999999999999545,2.670000000000016,695.84,683.86,False,False,5.340000000000032,693.1700000000001
2024-03-22 10:35:00+05:30,689.2,690.2,689.0,689.0,1220,1.2000000000000455,2.620000000000016,695.44,683.76,False,False,5.240000000000032,692.82
2024-03-22 10:40:00+05:30,689.0,690.0,688.2,688.2,827,1.7999999999999545,2.560000000000014,695.12,683.08,False,False,5.120000000000028,692.56
2024-03-22 10:45:00+05:30,688.2,689.2,686.35,687.95,3087,2.8500000000000227,2.6275000000000146,694.455,681.095,False,False,5.255000000000029,691.8275
2024-03-22 10:50:00+05:30,687.95,689.95,687.55,689.6,1401,2.400000000000091,2.655000000000018,695.2600000000001,682.2399999999999,False,False,5.310000000000036,692.6050000000001
2024-03-22 10:55:00+05:30,689.6,689.7,687.1,687.1,761,2.6000000000000227,2.247500000000019,694.195,682.605,False,False,4.495000000000038,691.9475
2024-03-22 11:00:00+05:30,687.1,688.3,686.6,687.1,1662,1.6999999999999318,2.182500000000016,692.665,682.235,False,False,4.365000000000032,690.4825
2024-03-22 11:05:00+05:30,687.1,688.95,687.1,688.5,215,1.8500000000000227,1.9225000000000136,692.7950000000001,683.255,False,False,3.8450000000000273,690.8725000000001
2024-03-22 11:10:00+05:30,688.5,688.5,687.8,688.45,136,0.7000000000000455,1.725000000000017,691.95,684.3499999999999,False,False,3.450000000000034,690.225
2024-03-22 11:15:00+05:30,688.45,690.15,687.65,688.5,4360,2.5,1.7350000000000136,693.62,684.18,False,False,3.4700000000000273,691.885
2024-03-22 11:20:00+05:30,688.5,689.65,688.5,689.05,216,1.1499999999999773,1.6975000000000136,693.045,685.105,False,False,3.395000000000027,691.3475
2024-03-22 11:25:00+05:30,689.05,689.45,688.0,688.0,380,1.4500000000000455,1.6550000000000125,692.7600000000001,684.6899999999999,False,False,3.310000000000025,691.1050000000001
2024-03-22 11:30:00+05:30,688.0,688.65,687.5,688.5,474,1.1499999999999773,1.6700000000000101,691.99,684.16,False,False,3.3400000000000203,690.32
2024-03-22 11:35:00+05:30,688.5,688.5,687.55,688.35,342,0.9500000000000455,1.6300000000000125,691.76,684.29,False,False,3.260000000000025,690.13
2024-03-22 11:40:00+05:30,688.35,688.65,687.75,688.55,153,0.8999999999999773,1.5400000000000147,691.73,684.67,False,False,3.0800000000000294,690.19
2024-03-22 11:45:00+05:30,688.55,688.55,687.2,687.7,518,1.349999999999909,1.510000000000008,691.5699999999999,684.1800000000001,False,False,3.020000000000016,690.06
2024-03-22 11:50:00+05:30,687.7,687.7,687.2,687.65,147,0.5,1.4275000000000033,690.5550000000001,684.345,False,False,2.8550000000000066,689.1275
2024-03-22 11:55:00+05:30,687.65,688.65,687.2,687.9,543,1.4499999999999318,1.4600000000000022,691.5699999999999,684.2800000000001,False,False,2.9200000000000044,690.1099999999999
2024-03-22 12:00:00+05:30,687.9,688.25,687.5,688.0,299,0.75,1.4625,691.175,684.575,False,False,2.925,689.7125
2024-03-22 12:05:00+05:30,688.0,688.4,687.7,688.4,2313,0.6999999999999318,1.4624999999999944,691.3249999999999,684.7750000000001,False,False,2.9249999999999887,689.8625
2024-03-22 12:10:00+05:30,688.4,688.55,687.7,688.55,310,0.849999999999909,1.439999999999992,691.43,684.82,False,False,2.879999999999984,689.99
2024-03-22 12:15:00+05:30,687.9,688.6,687.6,687.6,302,1.0,1.4299999999999897,691.46,684.74,False,False,2.8599999999999794,690.0300000000001
2024-03-22 12:20:00+05:30,688.15,688.8,687.4,688.8,697,1.3999999999999773,1.4099999999999908,691.6199999999999,684.58,False,False,2.8199999999999816,690.2099999999999
2024-03-22 12:25:00+05:30,688.8,688.8,687.85,688.45,587,0.9499999999999318,1.3149999999999864,691.43,685.22,False,False,2.629999999999973,690.115
2024-03-22 12:30:00+05:30,688.5,688.5,687.55,687.65,276,0.9500000000000455,1.2424999999999842,690.985,685.0649999999999,False,False,2.4849999999999683,689.7425000000001
